id	data_source	covid_related
21145	Data cleaned by Emil and Christine	0
21143	Data cleaned by Emil and Christine	0
01244	Data cleaned by Emil and Christine	0
01236	Data cleaned by Emil and Christine	0
21106	Data cleaned by Emil and Christine	0
21118	Data cleaned by Emil and Christine	0
07032	Data cleaned by Emil and Christine	0
01237	Data cleaned by Emil and Christine	0
01245	Data cleaned by Emil and Christine	0
24023	Data cleaned by Emil and Christine	0
20453	Data cleaned by Emil and Christine	0
20201	Data cleaned by Emil and Christine	0
11024	Data cleaned by Emil and Christine	0
11005	Data cleaned by Emil and Christine	0
01233	Data cleaned by Emil and Christine	0
11027	Data cleaned by Emil and Christine	0
11009	Data cleaned by Emil and Christine	0
01581	Data cleaned by Emil and Christine	0
20204	Data cleaned by Emil and Christine	0
21072	Data cleaned by Emil and Christine	0
24036	Data cleaned by Emil and Christine	0
01242	Data cleaned by Emil and Christine	0
11000	Data cleaned by Emil and Christine	0
20434	Data cleaned by Emil and Christine	0
21017	Data cleaned by Emil and Christine	0
21041	Data cleaned by Emil and Christine	0
19103	Data cleaned by Emil and Christine	0
20061	Data cleaned by Emil and Christine	0
11016	Data cleaned by Emil and Christine	0
06117	Data cleaned by Emil and Christine	1
06152	Data cleaned by Emil and Christine	1
20058	Data cleaned by Emil and Christine	0
20313	Data cleaned by Emil and Christine	0
01473	Data cleaned by Emil and Christine	0
24010	Data cleaned by Emil and Christine	0
06127	Data cleaned by Emil and Christine	0
20327	Data cleaned by Emil and Christine	0
06126	Data cleaned by Emil and Christine	0
24006	Data cleaned by Emil and Christine	0
07070	Data cleaned by Emil and Christine	1
20320	Data cleaned by Emil and Christine	0
24038	Data cleaned by Emil and Christine	0
24005	Data cleaned by Emil and Christine	0
12012	Data cleaned by Emil and Christine	0
20287	Data cleaned by Emil and Christine	0
24034	Data cleaned by Emil and Christine	0
20653	Data cleaned by Emil and Christine	1
20285	Data cleaned by Emil and Christine	0
07105	Data cleaned by Emil and Christine	0
24035	Data cleaned by Emil and Christine	0
20309	Data cleaned by Emil and Christine	0
20324	Data cleaned by Emil and Christine	0
01436	Data cleaned by Emil and Christine	0
01431	Data cleaned by Emil and Christine	0
20100	Data cleaned by Emil and Christine	0
20780	Data cleaned by Emil and Christine	1
07110	Data cleaned by Emil and Christine	0
12000	Data cleaned by Emil and Christine	0
24008	Data cleaned by Emil and Christine	0
20289	Data cleaned by Emil and Christine	0
06125	Data cleaned by Emil and Christine	0
21009	Data cleaned by Emil and Christine	0
01235	Data cleaned by Emil and Christine	0
01243	Data cleaned by Emil and Christine	0
24007	Data cleaned by Emil and Christine	0
01234	Data cleaned by Emil and Christine	0
01694	Data cleaned by Emil and Christine	0
06019	Data cleaned by Emil and Christine	0
06018	Data cleaned by Emil and Christine	0
20418	Data cleaned by Emil and Christine	0
21075	Data cleaned by Emil and Christine	0
191111	Data cleaned by Emil and Christine	0
19470	Data cleaned by Emil and Christine	0
19453	Data cleaned by Emil and Christine	0
20424	Data cleaned by Emil and Christine	0
20690	Data cleaned by Emil and Christine	0
20109	Data cleaned by Emil and Christine	0
05220	Data cleaned by Emil and Christine	0
19494	Data cleaned by Emil and Christine	0
05074	Data cleaned by Emil and Christine	0
05239	Data cleaned by Emil and Christine	0
06139	Data cleaned by Emil and Christine	0
05131	Data cleaned by Emil and Christine	0
06020	Data cleaned by Emil and Christine	0
06013	Data cleaned by Emil and Christine	0
191185	Data cleaned by Emil and Christine	0
06004	Data cleaned by Emil and Christine	0
20302	Data cleaned by Emil and Christine	0
20492	Data cleaned by Emil and Christine	0
05027	Data cleaned by Emil and Christine	0
24014	Data cleaned by Emil and Christine	0
06026	Data cleaned by Emil and Christine	0
06010	Data cleaned by Emil and Christine	0
19222	Data cleaned by Emil and Christine	0
21054	Data cleaned by Emil and Christine	0
20026	Data cleaned by Emil and Christine	0
20107	Data cleaned by Emil and Christine	0
191110	Data cleaned by Emil and Christine	0
11022	Data cleaned by Emil and Christine	0
20487	Data cleaned by Emil and Christine	0
19224	Data cleaned by Emil and Christine	0
191113	Data cleaned by Emil and Christine	0
191089	Data cleaned by Emil and Christine	0
06022	Data cleaned by Emil and Christine	0
05094	Data cleaned by Emil and Christine	0
05024	Data cleaned by Emil and Christine	0
19227	Data cleaned by Emil and Christine	0
191182	Data cleaned by Emil and Christine	0
20191	Data cleaned by Emil and Christine	0
19432	Data cleaned by Emil and Christine	0
06017	Data cleaned by Emil and Christine	0
06087	Data cleaned by Emil and Christine	0
20782	Data cleaned by Emil and Christine	0
11029	Data cleaned by Emil and Christine	0
05107	Data cleaned by Emil and Christine	0
01232	Data cleaned by Emil and Christine	0
1241 Duplicate?	Data cleaned by Emil and Christine	0
24013	Data cleaned by Emil and Christine	0
21120	Data cleaned by Emil and Christine	0
19228	Data cleaned by Emil and Christine	0
24024	Data cleaned by Emil and Christine	0
20192	Data cleaned by Emil and Christine	0
191116	Data cleaned by Emil and Christine	0
191107	Data cleaned by Emil and Christine	0
19451	Data cleaned by Emil and Christine	0
191183	Data cleaned by Emil and Christine	0
11034	Data cleaned by Emil and Christine	0
05096	Data cleaned by Emil and Christine	0
05048	Data cleaned by Emil and Christine	0
06015	Data cleaned by Emil and Christine	0
20113	Data cleaned by Emil and Christine	0
06007	Data cleaned by Emil and Christine	0
05087	Data cleaned by Emil and Christine	0
11037	Data cleaned by Emil and Christine	0
19226	Data cleaned by Emil and Christine	0
11038	Data cleaned by Emil and Christine	0
19526	Data cleaned by Emil and Christine	0
05140	Data cleaned by Emil and Christine	0
20490	Data cleaned by Emil and Christine	0
05159	Data cleaned by Emil and Christine	0
06068	Data cleaned by Emil and Christine	0
20422	Data cleaned by Emil and Christine	0
20078	Data cleaned by Emil and Christine	0
05251	Data cleaned by Emil and Christine	0
06003	Data cleaned by Emil and Christine	0
19448	Data cleaned by Emil and Christine	0
01238	Data cleaned by Emil and Christine	0
01246	Data cleaned by Emil and Christine	0
191184	Data cleaned by Emil and Christine	0
20554	Data cleaned by Emil and Christine	0
21020	Data cleaned by Emil and Christine	0
06005	Data cleaned by Emil and Christine	0
11014	Data cleaned by Emil and Christine	0
20170	Data cleaned by Emil and Christine	0
21036	Data cleaned by Emil and Christine	0
06016	Data cleaned by Emil and Christine	0
20775	Data cleaned by Emil and Christine	1
11047	Data cleaned by Emil and Christine	0
06039	Data cleaned by Emil and Christine	0
11049	Data cleaned by Emil and Christine	0
07118	Data cleaned by Emil and Christine	0
05155	Data cleaned by Emil and Christine	0
06014	Data cleaned by Emil and Christine	0
21008	Data cleaned by Emil and Christine	0
05204	Data cleaned by Emil and Christine	0
20341	Data cleaned by Emil and Christine	0
21010	Data cleaned by Emil and Christine	0
01679	Data cleaned by Emil and Christine	1
05181	Data cleaned by Emil and Christine	0
06043	Data cleaned by Emil and Christine	0
191115	Data cleaned by Emil and Christine	0
06027	Data cleaned by Emil and Christine	0
20195	Data cleaned by Emil and Christine	0
191072	Data cleaned by Emil and Christine	0
06008	Data cleaned by Emil and Christine	0
11018	Data cleaned by Emil and Christine	0
20800	Data cleaned by Emil and Christine	0
11042	Data cleaned by Emil and Christine	0
06024	Data cleaned by Emil and Christine	0
21136	Data cleaned by Emil and Christine	0
06012	Data cleaned by Emil and Christine	0
05196	Data cleaned by Emil and Christine	0
11002	Data cleaned by Emil and Christine	0
11021	Data cleaned by Emil and Christine	0
06028	Data cleaned by Emil and Christine	0
01269	Data cleaned by Emil and Christine	0
11003	Data cleaned by Emil and Christine	0
06037	Data cleaned by Emil and Christine	0
11004	Data cleaned by Emil and Christine	0
05106	Data cleaned by Emil and Christine	0
06006	Data cleaned by Emil and Christine	0
11026	Data cleaned by Emil and Christine	0
05153	Data cleaned by Emil and Christine	0
20053	Data cleaned by Emil and Christine	0
05101	Data cleaned by Emil and Christine	0
19495	Data cleaned by Emil and Christine	0
06011	Data cleaned by Emil and Christine	0
11007	Data cleaned by Emil and Christine	0
06038	Data cleaned by Emil and Christine	0
19221	Data cleaned by Emil and Christine	0
05041	Data cleaned by Emil and Christine	0
21062	Data cleaned by Emil and Christine	0
20046	Data cleaned by Emil and Christine	0
06034	Data cleaned by Emil and Christine	0
20713	Data cleaned by Emil and Christine	0
11030	Data cleaned by Emil and Christine	0
06001	Data cleaned by Emil and Christine	0
191176	Data cleaned by Emil and Christine	0
191180	Data cleaned by Emil and Christine	0
21055	Data cleaned by Emil and Christine	0
20293	Data cleaned by Emil and Christine	0
05078	Data cleaned by Emil and Christine	0
24011	Data cleaned by Emil and Christine	0
11031	Data cleaned by Emil and Christine	0
11011	Data cleaned by Emil and Christine	0
20436	Data cleaned by Emil and Christine	0
20430	Data cleaned by Emil and Christine	0
11033	Data cleaned by Emil and Christine	0
20350	Data cleaned by Emil and Christine	0
05289	Data cleaned by Emil and Christine	0
05264	Data cleaned by Emil and Christine	0
20022	Data cleaned by Emil and Christine	0
11012	Data cleaned by Emil and Christine	0
20296	Data cleaned by Emil and Christine	0
20290	Data cleaned by Emil and Christine	0
20444	Data cleaned by Emil and Christine	0
20789	Data cleaned by Emil and Christine	1
21046	Data cleaned by Emil and Christine	1
01508	Data cleaned by Emil and Christine	0
20534	Data cleaned by Emil and Christine	0
191076	Data cleaned by Emil and Christine	0
20148	Data cleaned by Emil and Christine	0
01534	Data cleaned by Emil and Christine	1
20836	Data cleaned by Emil and Christine	0
20215	Data cleaned by Emil and Christine	0
20219	Data cleaned by Emil and Christine	0
01402	Data cleaned by Emil and Christine	0
01614	Data cleaned by Emil and Christine	0
20230	Data cleaned by Emil and Christine	0
20421	Data cleaned by Emil and Christine	0
20197	Data cleaned by Emil and Christine	0
20387	Data cleaned by Emil and Christine	0
06046	Data cleaned by Emil and Christine	0
19469	Data cleaned by Emil and Christine	0
20317	Data cleaned by Emil and Christine	0
20380	Data cleaned by Emil and Christine	0
01621	Data cleaned by Emil and Christine	0
20759	Data cleaned by Emil and Christine	1
01501	Data cleaned by Emil and Christine	0
05064	Data cleaned by Emil and Christine	0
20126	Data cleaned by Emil and Christine	0
19610	Data cleaned by Emil and Christine	0
20042	Data cleaned by Emil and Christine	0
01656	Data cleaned by Emil and Christine	0
01291	Data cleaned by Emil and Christine	0
05184	Data cleaned by Emil and Christine	0
191088	Data cleaned by Emil and Christine	0
05068	Data cleaned by Emil and Christine	0
191108	Data cleaned by Emil and Christine	0
20417	Data cleaned by Emil and Christine	0
01461	Data cleaned by Emil and Christine	0
20478	Data cleaned by Emil and Christine	0
20833	Data cleaned by Emil and Christine	0
19615	Data cleaned by Emil and Christine	0
01359	Data cleaned by Emil and Christine	0
20848	Data cleaned by Emil and Christine	0
21173	Data cleaned by Emil and Christine	0
24027	Data cleaned by Emil and Christine	0
05018	Data cleaned by Emil and Christine	0
20463	Data cleaned by Emil and Christine	0
20199	Data cleaned by Emil and Christine	0
20352	Data cleaned by Emil and Christine	0
191080	Data cleaned by Emil and Christine	0
01401	Data cleaned by Emil and Christine	0
20702	Data cleaned by Emil and Christine	0
06052	Data cleaned by Emil and Christine	0
20344	Data cleaned by Emil and Christine	0
01676	Data cleaned by Emil and Christine	0
21150	Data cleaned by Emil and Christine	0
06129	Data cleaned by Emil and Christine	0
20613	Data cleaned by Emil and Christine	0
05030	Data cleaned by Emil and Christine	0
21038	Data cleaned by Emil and Christine	0
05110	Data cleaned by Emil and Christine	0
01404	Data cleaned by Emil and Christine	0
20054	Data cleaned by Emil and Christine	0
01487	Data cleaned by Emil and Christine	0
08000	Data cleaned by Emil and Christine	1
19506	Data cleaned by Emil and Christine	1
01422	Data cleaned by Emil and Christine	0
01630	Data cleaned by Emil and Christine	0
19308	Data cleaned by Emil and Christine	0
01624	Data cleaned by Emil and Christine	0
20871	Data cleaned by Emil and Christine	0
01389	Data cleaned by Emil and Christine	0
01491	Data cleaned by Emil and Christine	0
01539	Data cleaned by Emil and Christine	0
01603	Data cleaned by Emil and Christine	0
01533	Data cleaned by Emil and Christine	0
20099	Data cleaned by Emil and Christine	0
01590	Data cleaned by Emil and Christine	0
21151	Data cleaned by Emil and Christine	0
19785	Data cleaned by Emil and Christine	0
20842	Data cleaned by Emil and Christine	0
19005	Data cleaned by Emil and Christine	0
19797	Data cleaned by Emil and Christine	0
24039	Data cleaned by Emil and Christine	0
20207	Data cleaned by Emil and Christine	0
01518	Data cleaned by Emil and Christine	0
07052	Data cleaned by Emil and Christine	0
06062	Data cleaned by Emil and Christine	0
20761	Data cleaned by Emil and Christine	0
21153	Data cleaned by Emil and Christine	0
06168	Data cleaned by Emil and Christine	0
01544	Data cleaned by Emil and Christine	0
20764	Data cleaned by Emil and Christine	0
21093	Data cleaned by Emil and Christine	0
01522	Data cleaned by Emil and Christine	0
19764	Data cleaned by Emil and Christine	0
20599	Data cleaned by Emil and Christine	0
01369	Data cleaned by Emil and Christine	0
01634	Data cleaned by Emil and Christine	0
20073	Data cleaned by Emil and Christine	0
01486	Data cleaned by Emil and Christine	0
01377	Data cleaned by Emil and Christine	0
20771	Data cleaned by Emil and Christine	0
20564	Data cleaned by Emil and Christine	0
19558	Data cleaned by Emil and Christine	0
01523	Data cleaned by Emil and Christine	0
20730	Data cleaned by Emil and Christine	0
21063	Data cleaned by Emil and Christine	0
01380	Data cleaned by Emil and Christine	0
19485	Data cleaned by Emil and Christine	0
20124	Data cleaned by Emil and Christine	0
01264	Data cleaned by Emil and Christine	0
05051	Data cleaned by Emil and Christine	0
20851	Data cleaned by Emil and Christine	0
20513	Data cleaned by Emil and Christine	0
01610	Data cleaned by Emil and Christine	0
19042	Data cleaned by Emil and Christine	0
21100	Data cleaned by Emil and Christine	0
01373	Data cleaned by Emil and Christine	0
01573	Data cleaned by Emil and Christine	0
20630	Data cleaned by Emil and Christine	0
20104	Data cleaned by Emil and Christine	0
20431	Data cleaned by Emil and Christine	0
20094	Data cleaned by Emil and Christine	0
01569	Data cleaned by Emil and Christine	0
20635	Data cleaned by Emil and Christine	0
20108	Data cleaned by Emil and Christine	0
20770	Data cleaned by Emil and Christine	1
20464	Data cleaned by Emil and Christine	0
20762	Data cleaned by Emil and Christine	0
01411	Data cleaned by Emil and Christine	0
01258	Data cleaned by Emil and Christine	0
01681	Data cleaned by Emil and Christine	1
01497	Data cleaned by Emil and Christine	0
01642	Data cleaned by Emil and Christine	0
01412	Data cleaned by Emil and Christine	0
06060	Data cleaned by Emil and Christine	0
20810	Data cleaned by Emil and Christine	0
21146	Data cleaned by Emil and Christine	0
06189	Data cleaned by Emil and Christine	0
01597	Data cleaned by Emil and Christine	0
01398	Data cleaned by Emil and Christine	0
07112	Data cleaned by Emil and Christine	0
01517	Data cleaned by Emil and Christine	0
20732	Data cleaned by Emil and Christine	0
20482	Data cleaned by Emil and Christine	0
01673	Data cleaned by Emil and Christine	0
01600	Data cleaned by Emil and Christine	0
01596	Data cleaned by Emil and Christine	0
05195	Data cleaned by Emil and Christine	0
01578	Data cleaned by Emil and Christine	0
19414	Data cleaned by Emil and Christine	0
05127	Data cleaned by Emil and Christine	0
06155	Data cleaned by Emil and Christine	0
20823	Data cleaned by Emil and Christine	0
06089	Data cleaned by Emil and Christine	0
20720	Data cleaned by Emil and Christine	0
20116	Data cleaned by Emil and Christine	0
21149	Data cleaned by Emil and Christine	0
21163	Data cleaned by Emil and Christine	0
24015	Data cleaned by Emil and Christine	0
191034	Data cleaned by Emil and Christine	0
01574	Data cleaned by Emil and Christine	0
06142	Data cleaned by Emil and Christine	1
01488	Data cleaned by Emil and Christine	0
01657	Data cleaned by Emil and Christine	0
21134	Data cleaned by Emil and Christine	0
05098	Data cleaned by Emil and Christine	0
06140	Data cleaned by Emil and Christine	0
20696	Data cleaned by Emil and Christine	0
01509	Data cleaned by Emil and Christine	0
01472	Data cleaned by Emil and Christine	0
19740	Data cleaned by Emil and Christine	0
19739	Data cleaned by Emil and Christine	0
19018	Data cleaned by Emil and Christine	0
20799	Data cleaned by Emil and Christine	0
01552	Data cleaned by Emil and Christine	0
01579	Data cleaned by Emil and Christine	0
14035	Data cleaned by Emil and Christine	0
21144	Data cleaned by Emil and Christine	0
20119	Data cleaned by Emil and Christine	0
20583	Data cleaned by Emil and Christine	0
05053	Data cleaned by Emil and Christine	0
24041	Data cleaned by Emil and Christine	0
01406	Data cleaned by Emil and Christine	0
01502	Data cleaned by Emil and Christine	0
01617	Data cleaned by Emil and Christine	0
20672	Data cleaned by Emil and Christine	0
01648	Data cleaned by Emil and Christine	0
14037	Data cleaned by Emil and Christine	0
20189	Data cleaned by Emil and Christine	1
19433	Data cleaned by Emil and Christine	0
01564	Data cleaned by Emil and Christine	0
21172	Data cleaned by Emil and Christine	0
01549	Data cleaned by Emil and Christine	0
01677	Data cleaned by Emil and Christine	0
20363	Data cleaned by Emil and Christine	0
01494	Data cleaned by Emil and Christine	0
05147	Data cleaned by Emil and Christine	0
20803	Data cleaned by Emil and Christine	0
01563	Data cleaned by Emil and Christine	0
01580	Data cleaned by Emil and Christine	0
01587	Data cleaned by Emil and Christine	0
01572	Data cleaned by Emil and Christine	0
01666	Data cleaned by Emil and Christine	0
07036	Data cleaned by Emil and Christine	0
05303	Data cleaned by Emil and Christine	1
191061	Data cleaned by Emil and Christine	0
01393	Data cleaned by Emil and Christine	0
20123	Data cleaned by Emil and Christine	0
21125	Data cleaned by Emil and Christine	0
01492	Data cleaned by Emil and Christine	0
19480	Data cleaned by Emil and Christine	0
20015	Data cleaned by Emil and Christine	0
19841	Data cleaned by Emil and Christine	0
05227	Data cleaned by Emil and Christine	0
21162	Data cleaned by Emil and Christine	0
01413	Data cleaned by Emil and Christine	0
21080	Data cleaned by Emil and Christine	0
05103	Data cleaned by Emil and Christine	0
01252	Data cleaned by Emil and Christine	0
01326	Data cleaned by Emil and Christine	0
01407	Data cleaned by Emil and Christine	0
20125	Data cleaned by Emil and Christine	0
05304	Data cleaned by Emil and Christine	0
19458	Data cleaned by Emil and Christine	0
21161	Data cleaned by Emil and Christine	0
21152	Data cleaned by Emil and Christine	0
20616	Data cleaned by Emil and Christine	0
20678	Data cleaned by Emil and Christine	0
20127	Data cleaned by Emil and Christine	0
01414	Data cleaned by Emil and Christine	0
19013	Data cleaned by Emil and Christine	0
19616	Data cleaned by Emil and Christine	0
19016	Data cleaned by Emil and Christine	0
01658	Data cleaned by Emil and Christine	0
20130	Data cleaned by Emil and Christine	0
21023	Data cleaned by Emil and Christine	0
20784	Data cleaned by Emil and Christine	0
05126	Data cleaned by Emil and Christine	0
21101	Data cleaned by Emil and Christine	0
01693	Data cleaned by Emil and Christine	1
20168	Data cleaned by Emil and Christine	0
01498	Data cleaned by Emil and Christine	0
01559	Data cleaned by Emil and Christine	0
08002	Data cleaned by Emil and Christine	1
19505	Data cleaned by Emil and Christine	1
01463	Data cleaned by Emil and Christine	0
01678	Data cleaned by Emil and Christine	0
20372	Data cleaned by Emil and Christine	0
20355	Data cleaned by Emil and Christine	0
21076	Data cleaned by Emil and Christine	0
20679	Data cleaned by Emil and Christine	0
20152	Data cleaned by Emil and Christine	0
01416	Data cleaned by Emil and Christine	0
20869	Data cleaned by Emil and Christine	0
01510	Data cleaned by Emil and Christine	0
21092	Data cleaned by Emil and Christine	0
20663	Data cleaned by Emil and Christine	0
191100	Data cleaned by Emil and Christine	0
20187	Data cleaned by Emil and Christine	1
05145	Data cleaned by Emil and Christine	0
06146	Data cleaned by Emil and Christine	1
20777	Data cleaned by Emil and Christine	0
21019	Data cleaned by Emil and Christine	0
191015	Data cleaned by Emil and Christine	0
01263	Data cleaned by Emil and Christine	0
19379	Data cleaned by Emil and Christine	0
05128	Data cleaned by Emil and Christine	0
07067	Data cleaned by Emil and Christine	0
01568	Data cleaned by Emil and Christine	0
20798	Data cleaned by Emil and Christine	0
01465	Data cleaned by Emil and Christine	0
20398	Data cleaned by Emil and Christine	0
05100	Data cleaned by Emil and Christine	0
01586	Data cleaned by Emil and Christine	0
14040	Data cleaned by Emil and Christine	0
14039	Data cleaned by Emil and Christine	0
19491	Data cleaned by Emil and Christine	0
20837	Data cleaned by Emil and Christine	0
05241	Data cleaned by Emil and Christine	1
05189	Data cleaned by Emil and Christine	0
01395	Data cleaned by Emil and Christine	0
191010	Data cleaned by Emil and Christine	0
21045	Data cleaned by Emil and Christine	0
16013	Data cleaned by Emil and Christine	1
01496	Data cleaned by Emil and Christine	0
01543	Data cleaned by Emil and Christine	0
19040	Data cleaned by Emil and Christine	0
01668	Data cleaned by Emil and Christine	0
20469	Data cleaned by Emil and Christine	0
01665	Data cleaned by Emil and Christine	0
20292	Data cleaned by Emil and Christine	0
05037	Data cleaned by Emil and Christine	1
06091	Data cleaned by Emil and Christine	0
05028	Data cleaned by Emil and Christine	0
20873	Data cleaned by Emil and Christine	0
20411	Data cleaned by Emil and Christine	0
19605	Data cleaned by Emil and Christine	0
01426	Data cleaned by Emil and Christine	0
01469	Data cleaned by Emil and Christine	0
20370	Data cleaned by Emil and Christine	0
191008	Data cleaned by Emil and Christine	0
20543	Data cleaned by Emil and Christine	0
20708	Data cleaned by Emil and Christine	0
19473	Data cleaned by Emil and Christine	0
191103	Data cleaned by Emil and Christine	0
20331	Data cleaned by Emil and Christine	0
01504	Data cleaned by Emil and Christine	0
20698	Data cleaned by Emil and Christine	0
01285	Data cleaned by Emil and Christine	0
05201	Data cleaned by Emil and Christine	1
21021	Data cleaned by Emil and Christine	0
20528	Data cleaned by Emil and Christine	0
01484	Data cleaned by Emil and Christine	0
19521	Data cleaned by Emil and Christine	0
20319	Data cleaned by Emil and Christine	0
20172	Data cleaned by Emil and Christine	0
20294	Data cleaned by Emil and Christine	0
20036	Data cleaned by Emil and Christine	0
20345	Data cleaned by Emil and Christine	0
20299	Data cleaned by Emil and Christine	0
01669	Data cleaned by Emil and Christine	0
21060	Data cleaned by Emil and Christine	0
01686	Data cleaned by Emil and Christine	1
21115	Data cleaned by Emil and Christine	0
01612	Data cleaned by Emil and Christine	0
06171	Data cleaned by Emil and Christine	0
20132	Data cleaned by Emil and Christine	0
20242	Data cleaned by Emil and Christine	0
06154	Data cleaned by Emil and Christine	0
20776	Data cleaned by Emil and Christine	0
20581	Data cleaned by Emil and Christine	0
20136	Data cleaned by Emil and Christine	0
20154	Data cleaned by Emil and Christine	0
01650	Data cleaned by Emil and Christine	0
01419	Data cleaned by Emil and Christine	0
01661	Data cleaned by Emil and Christine	0
20102	Data cleaned by Emil and Christine	0
01547	Data cleaned by Emil and Christine	0
06094	Data cleaned by Emil and Christine	0
01396	Data cleaned by Emil and Christine	0
01493	Data cleaned by Emil and Christine	0
191090	Data cleaned by Emil and Christine	0
01582	Data cleaned by Emil and Christine	0
20209	Data cleaned by Emil and Christine	0
20689	Data cleaned by Emil and Christine	0
01415	Data cleaned by Emil and Christine	0
06150	Data cleaned by Emil and Christine	1
01293	Data cleaned by Emil and Christine	0
20031	Data cleaned by Emil and Christine	0
01660	Data cleaned by Emil and Christine	0
20727	Data cleaned by Emil and Christine	0
01688	Data cleaned by Emil and Christine	1
05209	Data cleaned by Emil and Christine	0
19617	Data cleaned by Emil and Christine	0
19388	Data cleaned by Emil and Christine	0
01261	Data cleaned by Emil and Christine	0
19036	Data cleaned by Emil and Christine	0
01256	Data cleaned by Emil and Christine	0
20358	Data cleaned by Emil and Christine	0
20432	Data cleaned by Emil and Christine	0
20754	Data cleaned by Emil and Christine	0
01530	Data cleaned by Emil and Christine	0
20017	Data cleaned by Emil and Christine	0
06123	Data cleaned by Emil and Christine	1
20721	Data cleaned by Emil and Christine	0
20359	Data cleaned by Emil and Christine	0
20571	Data cleaned by Emil and Christine	0
19614	Data cleaned by Emil and Christine	0
01640	Data cleaned by Emil and Christine	0
01405	Data cleaned by Emil and Christine	0
20865	Data cleaned by Emil and Christine	0
01253	Data cleaned by Emil and Christine	0
05197	Data cleaned by Emil and Christine	0
06211	Data cleaned by Emil and Christine	0
20660	Data cleaned by Emil and Christine	0
14042	Data cleaned by Emil and Christine	0
07075	Data cleaned by Emil and Christine	0
21126	Data cleaned by Emil and Christine	0
20752	Data cleaned by Emil and Christine	0
01637	Data cleaned by Emil and Christine	0
05178	Data cleaned by Emil and Christine	0
20724	Data cleaned by Emil and Christine	0
05118	Data cleaned by Emil and Christine	0
20035	Data cleaned by Emil and Christine	0
16015	Data cleaned by Emil and Christine	0
01674	Data cleaned by Emil and Christine	0
19793	Data cleaned by Emil and Christine	0
191067	Data cleaned by Emil and Christine	0
06122	Data cleaned by Emil and Christine	1
06149	Data cleaned by Emil and Christine	1
19609	Data cleaned by Emil and Christine	0
19019	Data cleaned by Emil and Christine	0
01489	Data cleaned by Emil and Christine	0
19998	Data cleaned by Emil and Christine	0
20794	Data cleaned by Emil and Christine	0
01371	Data cleaned by Emil and Christine	0
20328	Data cleaned by Emil and Christine	0
05167	Data cleaned by Emil and Christine	0
14041	Data cleaned by Emil and Christine	0
05069	Data cleaned by Emil and Christine	0
20731	Data cleaned by Emil and Christine	0
20044	Data cleaned by Emil and Christine	0
20133	Data cleaned by Emil and Christine	0
21157	Data cleaned by Emil and Christine	0
20558	Data cleaned by Emil and Christine	0
05271	Data cleaned by Emil and Christine	0
191093	Data cleaned by Emil and Christine	0
01691	Data cleaned by Emil and Christine	1
05247	Data cleaned by Emil and Christine	1
20240	Data cleaned by Emil and Christine	0
20628	Data cleaned by Emil and Christine	0
20550	Data cleaned by Emil and Christine	0
05190	Data cleaned by Emil and Christine	0
20382	Data cleaned by Emil and Christine	0
01403	Data cleaned by Emil and Christine	0
01514	Data cleaned by Emil and Christine	0
05044	Data cleaned by Emil and Christine	0
06175	Data cleaned by Emil and Christine	0
06124	Data cleaned by Emil and Christine	0
21121	Data cleaned by Emil and Christine	0
191005	Data cleaned by Emil and Christine	0
01521	Data cleaned by Emil and Christine	0
21123	Data cleaned by Emil and Christine	0
05214	Data cleaned by Emil and Christine	0
01526	Data cleaned by Emil and Christine	0
01584	Data cleaned by Emil and Christine	0
01670	Data cleaned by Emil and Christine	0
20860	Data cleaned by Emil and Christine	0
19015	Data cleaned by Emil and Christine	0
19191	Data cleaned by Emil and Christine	0
19827	Data cleaned by Emil and Christine	0
21187	Data cleaned by Emil and Christine	0
01566	Data cleaned by Emil and Christine	0
01692	Data cleaned by Emil and Christine	1
20456	Data cleaned by Emil and Christine	0
20476	Data cleaned by Emil and Christine	0
20656	Data cleaned by Emil and Christine	0
20438	Data cleaned by Emil and Christine	0
01392	Data cleaned by Emil and Christine	0
19014	Data cleaned by Emil and Christine	0
01516	Data cleaned by Emil and Christine	0
01418	Data cleaned by Emil and Christine	0
01554	Data cleaned by Emil and Christine	0
01663	Data cleaned by Emil and Christine	0
19382	Data cleaned by Emil and Christine	0
191007	Data cleaned by Emil and Christine	0
01671	Data cleaned by Emil and Christine	0
20826	Data cleaned by Emil and Christine	0
01532	Data cleaned by Emil and Christine	0
16007	Data cleaned by Emil and Christine	1
01690	Data cleaned by Emil and Christine	1
01659	Data cleaned by Emil and Christine	0
20621	Data cleaned by Emil and Christine	0
20425	Data cleaned by Emil and Christine	0
05279	Data cleaned by Emil and Christine	0
01541	Data cleaned by Emil and Christine	0
20657	Data cleaned by Emil and Christine	0
14034	Data cleaned by Emil and Christine	0
01296	Data cleaned by Emil and Christine	0
05216	Data cleaned by Emil and Christine	0
19463	Data cleaned by Emil and Christine	0
01294	Data cleaned by Emil and Christine	0
20057	Data cleaned by Emil and Christine	0
20213	Data cleaned by Emil and Christine	0
01643	Data cleaned by Emil and Christine	0
19292	Data cleaned by Emil and Christine	0
19293	Data cleaned by Emil and Christine	0
01365	Data cleaned by Emil and Christine	0
19285	Data cleaned by Emil and Christine	0
21079	Data cleaned by Emil and Christine	0
21194	Data cleaned by Emil and Christine	0
01410	Data cleaned by Emil and Christine	0
14036	Data cleaned by Emil and Christine	0
05075	Data cleaned by Emil and Christine	0
