id,title,amount_granted,amount_sought,init_year,period,gender,age,position,inst1_id,inst2_id,inst1_dirty,inst2_dirty,funder1_id,funder2_id,person_id,kw1,kw2,full_name,last_name,first_name,prob_inst_id,institution_name,funder_name,type,gender_new
348,akutmedicinsk talentudvikling,1636647,0,2016,46,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,4167,"","",kirkegaard; hans,kirkegaard,hans,0,aarhus-univ-hosp,trygfonden,Skolarstipendier,1
349,coenzym q10 sepsis,120000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,4167,"","",kirkegaard; hans,kirkegaard,hans,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
350,dyspepsi i almen praksis,500000,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,4227,"","",kjeldsen; hans chrisitian,kjeldsen,hans chrisitian,0,aarhus-univ-hosp,novo nordisk,Projekt,1
351,postdoc. neurovascular coupling in the retina,1623000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,4579,"","",kudryavtseva; olga,kudryavtseva,olga,0,aarhus-univ-hosp,velux fonden,Postdoc,0
352,projekt: histologic evaluation after remote ischemic postconditioning in a piglet model of neonatal hypoxic ischemic encephalopathy,120000,0,2012,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,4614,"","",kyng; kasper,kyng,kasper,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
353,"",1583229,2211300,2009,0,1,44,"",12,1,aarhus universitetshospital,NULL,6,11,4775,30300,"",lash; timothy lee,lash,timothy lee,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
354,sacral nerve stimulation for bowed dysfunction - investgator initiated clinical trials,10095000,0,2008,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,48,4794,"","",laurberg; soren,laurberg,soren,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
355," risk perception, -willingness, and -endurance in pathological gambling poker players: behavioral, cognitive, and neurobiological measures",800000,0,2007,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,40,4995,"","",linnet; jakob,linnet,jakob,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
356,"clinical, psychological and neurobiological aspects of gender differences in pathological gambling",2200000,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,61,4995,"","",linnet; jakob,linnet,jakob,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
357,behandlingsskader 2006-2012,195700,0,2014,9,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,4998,"","",lippert; freddy,lippert,freddy,0,aarhus-univ-hosp,trygfonden,Projekt,1
358,hornhindeskader og stamcellebehandling,340564,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,5157,"","",lyngholm; mikkel,lyngholm,mikkel,0,aarhus-univ-hosp,velux fonden,Ph.d.,1
359,forskningsprojektet ?udvikling af individualiserede knoglegrafterstatninger ved brug af humane stamceller og funktionaliserede biomaterialer,2604741,0,2010,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,5161,"","",lysdahl; helle,lysdahl,helle,0,aarhus-univ-hosp,velux fonden,Projekt,0
360,tyr682 residue of amyloid precursor protein as new tool to address dementia in humans,2000000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,5354,"","",matrone; carmela,matrone,carmela,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
361,novel primary immunodeficiencies associated with susceptibility to herpes encephalitis,1105500,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,5503,"","",mogensen; trine hyrup,mogensen,trine  hyrup,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
362,den spilreducerende spilleautomat,714720,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,61,5534,"","",moller; arne,moller,arne,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
363,train - early tracing and intervention in obesity-associated life-style diseases,9497000,0,2010,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,48,5541,"","",moller; holger jon,moller,holger jon,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
364,immunodeficiencies in innate immunity,120000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,5617,"","",mork; nanna,mork,nanna,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
365,genomic medicine for schizophrenia,10000000,0,2007,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,5,5618,"","",mors; ole,mors,ole,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
366,"",2786389,3891755,2009,0,1,67,"",12,1,aarhus universitetshospital,NULL,6,11,5672,30300,"",mosekilde; leif,mosekilde,leif,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
367,dosis-eskalation i billedvejledt intensitetsmoduleret strålebehandling ved anvendelse af normalvævets positions-  funktions- og radiogenomics-mønstre,846630,847,2009,0,1,36,"",12,1,aarhus universitetshospital,NULL,6,11,5739,"","",muren; ludvig paul,muren,ludvig paul,0,aarhus-univ-hosp,det frie forskningsråd,Postdoc,1
368,levende knoglegraft substitutter via 3d cellekultur særligt ved rygkirugi,2483000,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,5744,"","",mygind; tina,mygind,tina,0,aarhus-univ-hosp,velux fonden,Projekt,0
369,tryghed i palliative forløb ? et palliativt sundhedstjenesteforskningsinitiativ,4300000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,5771,"","",neergaard; mette asbjorn,neergaard,mette asbjorn,0,aarhus-univ-hosp,trygfonden,Projekt,0
370,"haptocorrin, vitamin b12-transport og nervefunktion. over 2 år.",2000000,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,5793,"","",nexo; ebba,nexo,ebba,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
371,"",213487,207068,2009,0,0,66,"",12,1,aarhus universitetshospital,NULL,6,11,5793,30800,"",nexo; ebba,nexo,ebba,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
372,"",768095,1072800,2009,0,1,46,"",12,1,aarhus universitetshospital,NULL,6,11,5877,30300,"",nielsen; jan frystyk,nielsen,jan frystyk,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
373,improving outcomes in patients with cardiac implanted electronic devices,5000000,0,2016,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,5885,"","",nielsen; jens cosedis,nielsen,jens cosedis,0,aarhus-univ-hosp,novo nordisk,Projekt,1
374,postprandiel vldl-triglycerid metabolisme,850000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6007,"","",nielsen; soren,nielsen,soren,0,aarhus-univ-hosp,novo nordisk,Projekt,1
375,novel crc screening tools improve survival and cost-effectiveness,20000000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,48,6313,"","",Ørntoft; torben falck,Ørntoft,torben falck,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
376,molecular prediction of prostate cancer risk and aggressiveness (mpras),14412000,0,2010,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,48,6313,"","",Ørntoft; torben falck,Ørntoft,torben falck,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
377,clear - finding a cure for hiv infection: eradication of the latent reservoir,12000000,0,2012,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,48,6345,"","",Østergaard; lars jorgen,Østergaard,lars jorgen,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
378,individualized radiotherapy ? better tumour control with fewer side effects,19770000,0,2008,0,0,-1,"",12,1,aarhus universitetshospital,NULL,3,5,6376,"","",overgaard; jens,overgaard,jens,0,aarhus-univ-hosp,det strategiske forskningsråd,Projekt,1
379,the lundbeck foundation center for interventional research in radiation oncology,29960000,0,2008,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,6376,"","",overgaard; jens,overgaard,jens,0,aarhus-univ-hosp,lundbeck fonden,Center,1
380,identifikation og regulering af brunt fedtvæv (bat) hos mennesker. implikation for energiforbrug og mulig forebyggelse/behandling af overvægt,1200000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6597,"","",pedersen; steen bonlokke,pedersen,steen bonlokke,0,aarhus-univ-hosp,novo nordisk,Projekt,1
381,undersøgelser over udvikling af toleransudvikling overfor slankemidlet  rimonabant (acomplia) ? samt direkte effekter i fedtvæv fra gnavere og mennesker.,155000,0,2007,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6597,"","",pedersen; steen bonlokke,pedersen,steen bonlokke,0,aarhus-univ-hosp,novo nordisk,Projekt,1
382,evaluation and treatment of optic neuritis,2378857,0,2012,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,6642,"","",petersen; thor,petersen,thor,0,aarhus-univ-hosp,velux fonden,Projekt,1
383,cavotricuspidalt isthmusblok og cirkumferentiel pulmonalveneisolation hos patienter med atrieflimren.,193722,0,2005,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,6778,"","",pontoppidan; jacob,pontoppidan,jacob,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
385,unge med funktionelle lidelser,4111864,0,2014,59,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,6945,"","",rask; charlotte ulrikka,rask,charlotte ulrikka,0,aarhus-univ-hosp,trygfonden,Projekt,0
386,telefonvejledt genoplivning,390924,0,2014,11,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,7032,"","",rasmussen; stinne eika,rasmussen,stinne eika,0,aarhus-univ-hosp,trygfonden,Projekt,0
387,"helbredskonsekvenser af bariatrisk kirugi med speciel fokus på medicinske og ernæringsmæssige komplikationer - baseret på et registerstudie, en spørgeskemaundersøgelse og en klinisk efterundersøgelse",1050000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7119,"","",richelsen; bjorn,richelsen,bjorn,0,aarhus-univ-hosp,novo nordisk,Projekt,1
388,"",3293156,3293156,2009,0,1,57,"",12,1,aarhus universitetshospital,NULL,6,11,7119,30700,"",richelsen; bjorn,richelsen,bjorn,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
389,funktionelle lidelser,357000,0,2012,0,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,7474,"","",schröder; andreas,schröder,andreas,0,aarhus-univ-hosp,trygfonden,Projekt,1
390,skræddersyet behandling af fl,948206,0,2015,31,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,7474,"","",schröder; andreas,schröder,andreas,0,aarhus-univ-hosp,trygfonden,Projekt,1
391,"in vivo koncentrationsmåling af vancomycin i subcutis, cortikal- og spongiøs knogle vha mikrodialyse",120000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,7737,"","",soballe; kjeld,soballe,kjeld,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
392,psykoedukation til sygemeldte,2500000,0,2012,0,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,7749,"","",sogaard; hans jorgen,sogaard,hans jorgen,0,aarhus-univ-hosp,trygfonden,Projekt,1
393,"",748462,1025000,2005,0,1,-1,"professor, overlæge, dr.med.",12,1,aarhus universitetshospital,NULL,6,12,7859,"",samfundsmedicin og epidemiolog,sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Infrastruktur/apparatur,1
394,"",442137,1975000,2006,0,1,-1,"professor, overlæge, dr.med.",12,1,aarhus universitetshospital,NULL,6,12,7859,"",klinisk forskning,sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
395,"",1061200,989863,2007,0,1,-1,"professor, overlæge, dr.med.",12,1,aarhus universitetshospital,NULL,6,12,7859,"",samfundsmedicin og epidemiolog,sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
396,"",2025000,5938880,2008,0,1,-1,"professor, overlæge, dr.med.",12,1,aarhus universitetshospital,NULL,6,12,7859,"",klinisk forskning,sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
397,"",182250,135000,2008,0,1,-1,"professor, overlæge, dr.med.",12,1,aarhus universitetshospital,NULL,6,12,7859,"",samfundsmedicin og epidemiolog,sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
398,"",3185655,3185656,2009,0,1,49,"",12,1,aarhus universitetshospital,NULL,6,11,7867,30800,"",sorensen; jens christian hedemann,sorensen,jens christian hedemann,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
399,høretræningsprogram,390000,0,2015,15,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,7911,"","",sorensen; stine derdau,sorensen,stine derdau,0,aarhus-univ-hosp,trygfonden,Projekt,0
400,autologous conjunctival ex vivo epithe-lial and goblet cell expansion and matrix substitution for ocular surface transplan-tation?,230000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,32,0,8055,"","",storr-paulsen; thomas,storr-paulsen,thomas,0,aarhus-univ-hosp,velux fonden,Projekt,1
401,"",1589802,1589802,2009,0,1,37,"",12,1,aarhus universitetshospital,NULL,6,11,8359,30700,"",toft; gunnar vase,toft,gunnar vase,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
402,forebyggelse af organskader,297000,0,2009,0,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,8385,"","",tonnesen; else,tonnesen,else,0,aarhus-univ-hosp,trygfonden,Projekt,0
403,"",464275,533765,2007,0,1,-1,"ph.d., cand.med.",12,1,aarhus universitetshospital,NULL,6,12,8541,"",klinisk forskning,vestergaard; esben thyssen,vestergaard,esben thyssen,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
404,what is the impact of nutritional status on tuberculosis risk?,120000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,8716,"","",wejse; christian,wejse,christian,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
405,lundbeckfondens talentpris 2013,100000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,10,0,8854,"","",würtz; morten,würtz,morten,0,aarhus-univ-hosp,lundbeck fonden,Priser,1
406,bedre funktionsevne for ældre medicinske patienter,507018,0,2014,38,0,-1,"",12,1,aarhus universitetshospital ,NULL,28,0,5933,"","",nielsen; louise moldrup,nielsen,louise moldrup,0,aarhus-univ-hosp,trygfonden,Projekt,0
408,creation of ldl receptor and apolipoprotein e deficient yucatan minipigs by somatic cell nuclear transfer,200000,0,2005,0,0,-1,"",12,1,aarhus universitetshospital (skejby),NULL,1,2,2020,"","",falk; erling,falk,erling,0,aarhus-univ-hosp,novo nordisk,Projekt,1
409,støtte til pårørende til en ægtefælle/samboende med primær malign hjernetumor,500000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital / aarhus university hospital,NULL,1,2,2169,"","",francis; sara ravn,francis,sara ravn,0,aarhus-univ-hosp,novo nordisk,Ph.d.,0
410,orale infektioner hos levercirrose patienter. forekomst og betydning for cirroseforløb.,84000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital / aarhus university hospital,NULL,1,2,2569,"","",gronkjar; lea ladegaard,gronkjar,lea ladegaard,0,aarhus-univ-hosp,novo nordisk,Projekt,0
411,opsporing af kritisk forværring og intervention hos hospitalsindlagte børn - et regionalt multi-center studie om implementering af pædiatrisk early warning system,500000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital / aarhus university hospital,NULL,1,2,3610,"","",jensen; claus sixtus,jensen,claus sixtus,0,aarhus-univ-hosp,novo nordisk,Ph.d.,1
412,end-of-life care in denmark 2007-2011: utilization patterns and the role of patient- and system related factors,500000,0,2013,0,0,-1,"",12,1,aarhus universitetshospital / aarhus university hospital,NULL,1,2,4852,"","",laut; kristina gronborg,laut,kristina gronborg,0,aarhus-univ-hosp,novo nordisk,Postdoc,0
413,behandling af søvnproblemer hos deprimerede,783209,0,2014,11,0,-1,"",12,1,aarhus universitetshospital risskov,NULL,28,0,1812,"","",dyrberg; henny,dyrberg,henny,0,aarhus-univ-hosp,trygfonden,Projekt,0
414,"",3324833,4132620,2009,0,0,52,"",12,1,"aarhus universitetshospital, skejby",NULL,6,11,3816,30300,"",jespersen; bente,jespersen,bente,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
415,projekt: is reduced parasympathetic innervation an early sign of parkinson?s disease (pd)?,1360000,0,2012,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,970,"","",borghammer; per,borghammer,per,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
416,projekt: measurements of parasympathetic innervation and function in parkinson?s disease?,120000,0,2012,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,970,"","",borghammer; per,borghammer,per,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
417,afsnøring af arm og øget overlevelse ved hjertesvigt,4639926,0,2015,47,0,-1,"",12,1,aarhus university hospital,NULL,28,0,995,"","",botker; hans erik,botker,hans erik,0,aarhus-univ-hosp,trygfonden,Projekt,1
418,projekt: detection of pneumocystis jirovecii in immunosuppressed patients colonization or disease,120000,0,2012,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,4825,"","",laursen; alex lund,laursen,alex  lund,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
419,depression and early life adversity as risk factors for autoimmune diseases and severe infections,120000,0,2013,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,5728,"","",munk-jorgensen; povl,munk-jorgensen,povl,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
420,molecular mechanisms of antimicrobial resistance to beta-lactams in achromobacter bacteria cultur,120000,0,2013,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,6130,"","",norskov-lauritsen; niels,norskov-lauritsen,niels,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
421,gene-environment interaction studies of adhd in mice and men,2100000,0,2014,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,6348,"","",Østergaard; soren dinesen,Østergaard,soren  dinesen,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
422,projekt: psychological nonepileptic seizures in children: survey of the diagnostic practice among danish pediatricians,120000,0,2012,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,6944,"","",rask; charlotte ulrikka,rask,charlotte  ulrikka,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
423,"symptom patterns, co-morbidity and predictors for treatment outcome in child and adolescent ocd",1050000,0,2014,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,8286,"","",thomsen; per hove,thomsen,per hove,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
424,myocardial oxidative metabolism and efficiency in patients with aortic stenosis ? a causative rol,1326054,0,2013,0,0,-1,"",12,1,aarhus university hospital,NULL,10,0,8759,"","",wiggers; henrik,wiggers,henrik,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
425,acute versus subacute angioplasty in patients with non-st-elevation myocardial infarction - the n,2000000,0,2013,0,0,-1,"",12,1,aarhus university hospital in skejby,NULL,10,0,8209,"","",terkelsen; christian juhl,terkelsen,christian  juhl,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
426,projekt: the effect of acute and chronic alcohol use on mitochondrial damage (especially in regards to coenzyme q10 levels),120000,0,2012,0,0,-1,"",12,1,aarhus universityhospital,NULL,10,0,4167,"","",kirkegaard; hans,kirkegaard,hans,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
428,projekt: neuropsychologic and behavioural long-term impact of infantile colic: a prospective study of children from the danish national birth cohort,333000,0,2012,0,0,-1,"",12,1,Åhus universitetshospital,NULL,10,0,3097,"","",henriksen; tine brink,henriksen,tine  brink,0,aarhus-univ-hosp,lundbeck fonden,Projekt,0
429,identifikation og karakterisering af nye tumor-associerede gener i human tyktarmskræft.,1014000,0,2005,24,0,-1,"",12,1,Århus,NULL,13,0,6229,"","",olesen; sanne k. h.,olesen,sanne k. h.,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,0
430,liv efter brystkræft.,306050,0,2005,36,0,-1,"",12,1,Århus amt,NULL,13,0,3166,"","",hjollund; niels henrik,hjollund,niels henrik,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
431,72. analyse af t/nk cellers genekspression til monitorering af den antitumorale immunrespons og karakterisering af den neoplastiske transformation ved maligne lymfomer.,467200,0,2005,12,0,-1,"",12,1,Århus amtssygehus,NULL,13,0,1552,"","",d´amore; francesco,d´amore,francesco,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
437,78. optimering af strålebehandling af hoved-hals cancer.,400000,0,2005,12,0,-1,"",12,1,Århus kommunehospital,NULL,13,0,2508,"","",grau; cai,grau,cai,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
439,tidlig påvisning af primær leverkræft med pet/ct efter injektion af 18f-mæarket galaktose-analog.,600000,0,2008,12,0,-1,"",12,1,Århus kommunehospital,NULL,13,0,4108,"","",keiding; susanne,keiding,susanne,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,0
440,84. epidermal vækstfaktorreceptor og ligander hos patienter med blærecancer.,422500,0,2005,12,0,-1,"",12,1,Århus kommunehospital,NULL,13,0,5793,"","",nexo; ebba,nexo,ebba,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,0
441,85. prognostiske og prædiktive faktorer for stråleterapi til patienter med høj-risiko brystkræft - analyse af dbcg 82bc.,600000,0,2005,12,0,-1,"",12,1,Århus kommunehospital,NULL,13,0,6376,"","",overgaard; jens,overgaard,jens,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
442,behandlingsrelaterede bivirkninger i forbindelse med strålebehandling for kræft.,1200000,0,2007,36,0,-1,"",12,1,Århus sygehus,NULL,13,0,125,"","",alsner; jan,alsner,jan,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
443,ny akut behandling til blodprop i hjernen - effekten af remote perkonditionering,2290882,0,2009,0,0,-1,"",12,1,Århus sygehus,NULL,28,0,200,"","",andersen; grethe,andersen,grethe,0,aarhus-univ-hosp,trygfonden,Projekt,0
444,"",182250,120000,2008,0,1,-1,"overlæge, dr.med., ph.d.",12,1,Århus sygehus,NULL,6,12,205,"",samfundsmedicin og epidemiolog,andersen; henning,andersen,henning,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
446,"",162000,139144,2005,0,1,-1,"overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,470,"",klinisk forskning,bach; flemming winther,bach,flemming winther,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
447,partikelterapi ? dosimetrisk og radiobiologisk optimering.,1721700,0,2008,36,0,-1,"",12,1,Århus sygehus,NULL,13,0,576,"","",bassler; niels,bassler,niels,0,aarhus-univ-hosp,kræftens bekæmpelse,Projekt,1
449,"",162000,162000,2006,0,1,-1,"professor, adm. overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,629,"",biomedicinsk forskning,bek; toke,bek,toke,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
451,"",1082550,2144160,2005,0,1,-1,"professor, dr.med.",12,1,Århus sygehus,NULL,6,12,939,"",biomedicinsk forskning,bonde; jens peter ellekilde,bonde,jens peter,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
452,"",139695,139695,2007,0,1,-1,"professor, dr.med.",12,1,Århus sygehus,NULL,6,12,939,"",samfundsmedicin og epidemiolog,bonde; jens peter ellekilde,bonde,jens peter,0,aarhus-univ-hosp,det frie forskningsråd,Andet,1
453,"",250000,408000,2007,0,1,-1,"professor, dr.med.",12,1,Århus sygehus,NULL,6,46,939,"",sundhedsvidenskab,bonde; jens peter ellekilde,bonde,jens peter,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
454,multifunktionelle 3d scaffolds til muskuloskeletal rekonstruktion - scaffold produktion og in vitro performance test.,1104000,0,2006,0,0,-1,"",12,1,Århus sygehus,NULL,10,0,1180,"","",bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
455,"self-assembly of copolymeric membranes consisting of hyaluronan, collagen and copolymer on 3d scaffolds to promote tissue-engineered bone",787771,0,2007,0,0,-1,"",12,1,Århus sygehus,NULL,10,0,1180,"","",bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,lundbeck fonden,Projekt,1
456,"",2071800,6050880,2006,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",biomedicinsk forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
458,"",162000,162000,2006,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",biomedicinsk forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
459,"",162000,162000,2006,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",anden sundhedsvid. forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
460,"",8924793,9941760,2007,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,7,1180,"",ingen fagkode,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Gæste bevillinger,1
461,"",167692,162000,2007,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",anden sundhedsvid. forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
462,"",179077,162000,2007,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",klinisk forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
463,"",179077,162000,2007,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1180,"",biomedicinsk forskning,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
464,"",10095000,14904136,2008,0,1,-1,"professor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,62,1180,"",ingen fagkode,bünger; cody eric,bünger,cody eric,0,aarhus-univ-hosp,det frie forskningsråd,Andet,1
465,"",163423,162000,2005,0,0,-1,"overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1369,"",samfundsmedicin og epidemiolog,christensen; lisbet ambrosius,christensen,lisbet ambrosius,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,0
466,"",162000,162000,2005,0,1,-1,"professor, overlæge, med.dr.",12,1,Århus sygehus,NULL,6,12,1570,"",klinisk forskning,dahl; ronald,dahl,ronald,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
467,"",895344,2090390,2006,0,1,-1,"lektor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1575,"",klinisk forskning,dahlerup; jens frederik,dahlerup,jens frederik,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
468,"",182251,156500,2007,0,1,-1,"lektor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1575,"",klinisk forskning,dahlerup; jens frederik,dahlerup,jens frederik,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
469,"",182250,182250,2008,0,1,-1,"lektor, overlæge, dr.med.",12,1,Århus sygehus,NULL,6,12,1575,"",biomedicinsk forskning,dahlerup; jens frederik,dahlerup,jens frederik,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
