id,title,amount_granted,amount_sought,init_year,period,gender,age,position,inst1_id,inst2_id,inst1_dirty,inst2_dirty,funder1_id,funder2_id,person_id,kw1,kw2,full_name,last_name,first_name,prob_inst_id,institution_name,funder_name,type,gender_new
10843,kunst som social strategi,50000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,1,2,967,"","",borello; matthias hvass,borello,matthias hvass,0,ku,novo nordisk,Projekt,1
10844,kunst og lokalsamfund: samtidskunstens rolle i re-vitalisering af udkants-japan,129920,0,2016,0,0,-1,"",7,1,københavns universitet,NULL,1,2,969,"","",borggreen; gunhild,borggreen,gunhild,0,ku,novo nordisk,Projekt,0
10846,"",87000,139600,2008,0,1,-1,"ekstern lektor, ph.d., cand.mag.",7,1,københavns universitet,NULL,6,27,987,"",historie,borup; allan,borup,allan,0,ku,det frie forskningsråd,Formidling/publicering,1
10848,understanding the role of the small gtpases rac1 and rhoa in skin inflammation,300000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,novo nordisk,Projekt,1
10849,analysis of rac1 function in inflammatory skin disease,1000000,0,2008,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,lundbeck fonden,Projekt,1
10850,regulation of skin sensitivity towards inflammation by rhoa function in keratinocytes,1000000,0,2009,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,lundbeck fonden,Projekt,1
10851,rhoa function in cancer associated fibroblasts,1000000,0,2011,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,lundbeck fonden,Projekt,1
10852,analysis of rho gtpase function in the hematopoietic system in vivo with special focus on rhoa.,350000,0,2005,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,lundbeck fonden,Projekt,1
10853,"",6210832,12079320,2005,0,1,-1,"professor, ph.d.",7,1,københavns universitet,NULL,6,12,1029,"",biomedicinsk forskning,brakebusch; cord,brakebusch,cord,0,ku,det frie forskningsråd,Projekt,1
10854,"",1733850,2340000,2006,0,1,-1,"professor, ph.d.",7,1,københavns universitet,NULL,6,12,1029,"",biomedicinsk forskning,brakebusch; cord,brakebusch,cord,0,ku,det frie forskningsråd,Projekt,1
10855,4. rac1?s funktion i hudkræft.,1052000,0,2006,24,0,-1,"",7,1,københavns universitet,NULL,13,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,kræftens bekæmpelse,Projekt,1
10856,rolle af usædvanlig stor aktivitet af rho gtpaser i leukæmi forårsaget af mll-af9 onkogen.,1898700,0,2008,36,0,-1,"",7,1,københavns universitet,NULL,13,0,1029,"","",brakebusch; cord,brakebusch,cord,0,ku,kræftens bekæmpelse,Projekt,1
10857,identification of allosteric modulators from extended ß2 adrenergic receptor agonist fragments.,1200000,0,2009,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1046,"","",bräumer-osborne; hans,bräumer-osborne,hans,0,ku,lundbeck fonden,Projekt,1
10858,lundbeck foundation scholar stipends in pharmaceutical neuroscience,210000,0,2015,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1050,"","",bräuner-osborne; hans,bräuner-osborne,hans,0,ku,lundbeck fonden,Skolarstipendier,1
10859,in vitro pharmacological characterization of the gpr95 receptor,1000000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1050,"","",bräuner-osborne; hans,bräuner-osborne,hans,0,ku,lundbeck fonden,Projekt,1
10860,"elucidation of the physiological ligand and function of gpr139, a g protein-coupled receptor linked to neurodegenerative disease",1525000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1050,"","",bräuner-osborne; hans,bräuner-osborne,hans,0,ku,lundbeck fonden,Projekt,1
10861,"",3124799,4305599,2009,0,1,42,"",7,1,københavns universitet,NULL,6,11,1050,30800,"",bräuner-osborne; hans,bräuner-osborne,hans,0,ku,det frie forskningsråd,Projekt,1
10862,lundbeck foundation scholar stipends in pharmaceutical neuroscience,210000,0,2014,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1050,"","",bräuner-osborne; hans,bräuner-osborne,hans,0,ku,lundbeck fonden,Skolarstipendier,1
10863,til indkøb af ansøgt apparatur som specificeret i ansøgningen til brug ved projektet 'behandling af eksperimentelt induceret multipel sklerose med parasitten trichuris suis'.,110000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,8,0,2965,natural science,biokemi,hasseldam; henrik,hasseldam,henrik,0,ku,carlsbergfondet,Infrastruktur/apparatur,1
10864,deciphering transcriptional mechanisms of priming and commitment in embryonic stem cell differentiation - relating epigenetic landscapes to transcriptional activity,1400000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1063,"","",brickman; joshua,brickman,joshua,0,ku,novo nordisk,Projekt,1
10865,the regulation of pluripotent stem cell states by cellular adhesion,7988345,0,2015,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1063,"","",brickman; joshua,brickman,joshua,0,ku,lundbeck fonden,Projekt,1
10869,"",1685745,1905635,2008,0,0,-1,cand.theol.,7,1,københavns universitet,NULL,6,33,1080,"",kultur og kommunitation - fkk,brix; katrine,brix,katrine,0,ku,det frie forskningsråd,Ph.d.,0
10870,"156. hvilke konsekvenser har det for kvinder at få et falsk positivt mammografisvar? - udvikling af et egnet og dækkende spørgeskema, samt en spørgeskemaundersøgelse.",90064,0,2005,12,0,-1,"",7,1,københavns universitet,NULL,13,0,1092,"","",brodersen; john,brodersen,john,0,ku,kræftens bekæmpelse,Projekt,1
10871,hvilke psykosociale konsekvenser har det for kvinder 1 1/2 år efter de har fået et falsk positivt mammografisvar?,241050,0,2005,24,0,-1,"",7,1,københavns universitet,NULL,13,0,1092,"","",brodersen; john,brodersen,john,0,ku,kræftens bekæmpelse,Projekt,1
10872,psykosociale konsekvenser af falsk positivt ct-skanningssvar ved screening for lungekræft.,400000,0,2005,24,0,-1,"",7,1,københavns universitet,NULL,13,0,1092,"","",brodersen; john,brodersen,john,0,ku,kræftens bekæmpelse,Projekt,1
10873,psykosociale konsekvenser af falsk positivt svar 1½ år efter screening for lungekræft.,175000,0,2007,12,0,-1,"",7,1,københavns universitet,NULL,13,0,1092,"","",brodersen; john,brodersen,john,0,ku,kræftens bekæmpelse,Projekt,1
10874,structure determination of a eukaryotic argonaute-containing silencing complex,1576423,0,2011,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1096,"","",brodersen; peter,brodersen,peter,0,ku,lundbeck fonden,Projekt,1
10875,"",5372001,5516000,2009,0,0,43,"",7,1,københavns universitet,NULL,6,30,1103,40600,"",brondsted; lone,brondsted,lone,0,ku,det frie forskningsråd,Projekt,0
10876,"",441321,431201,2005,0,1,-1,"lektor, ph.d.",7,1,københavns universitet,NULL,6,14,1114,"",biokemi & biofysik,brown; stanley,brown,stanley,0,ku,det frie forskningsråd,Projekt,1
10877,tibetanske eliter i kina - hvis eliter?,2187000,2,2009,0,0,37,"",7,1,københavns universitet,NULL,6,25,1115,"","",brox; trine,brox,trine,0,ku,det frie forskningsråd,Postdoc,0
10878,"",7760370,7230528,2006,0,0,-1,assistant professor,7,1,københavns universitet,NULL,6,43,1121,"",ingen fagkode,bruijne; marleen de,bruijne,marleen de,0,ku,det frie forskningsråd,Andet,0
10879,"",530600,1836000,2007,0,1,-1,"professor, dr.med.",7,1,københavns universitet,NULL,6,12,1126,"",biomedicinsk forskning,brünner; nils,brünner,nils,0,ku,det frie forskningsråd,Projekt,1
10880,"",15112350,15112350,2008,0,1,-1,"professor, dr.med.",7,1,københavns universitet,NULL,6,7,1126,"",ingen fagkode,brünner; nils,brünner,nils,0,ku,det frie forskningsråd,Gæste bevillinger,1
10881,61. udvikling af en innovation og individualiseret behandlings-strategi til patienter med metastatisk tyk- eller endetarmskræft.,600000,0,2008,12,0,-1,"",7,1,københavns universitet,NULL,13,0,1126,"","",brünner; nils,brünner,nils,0,ku,kræftens bekæmpelse,Projekt,1
10882,en innovativ tilgang til individ-baseret behandling af metastatisk kolorektal cancer,1250000,0,2010,36,0,-1,"",7,1,københavns universitet,NULL,13,0,1126,"","",brünner; nils,brünner,nils,0,ku,kræftens bekæmpelse,Projekt,1
10883,klinisk validering af topoisomerase 1 gen kopi nummer som prædiktiv markør for irinotecanbehandling af patienter med tyk- eller endetarmskræft.,1200000,0,2013,24,0,-1,"",7,1,københavns universitet,NULL,13,0,1126,"","",brünner; nils,brünner,nils,0,ku,kræftens bekæmpelse,Projekt,1
10884,"",408456,490147,2006,0,1,-1,ph.d.,7,1,københavns universitet,NULL,6,14,1130,"",fysik,brusch; anders,brusch,anders,0,ku,det frie forskningsråd,Postdoc,1
10885,"",2053579,2000086,2005,0,1,-1,ph. d.,7,1,københavns universitet,NULL,6,14,1132,"",fysik,bruun; georg morten,bruun,georg morten,0,ku,det frie forskningsråd,Projekt,1
10887,"",1321588,1161878,2005,0,1,-1,"sognepræst, ekstern lektor., ph.d.",7,1,københavns universitet,NULL,6,27,1133,"",teologi,bruun; lars kjar,bruun,lars kjar,0,ku,det frie forskningsråd,Postdoc,1
10890,probing the structures and atmospheres of small exoplanets,6838855,0,2015,0,0,-1,"",7,1,københavns universitet,NULL,21,0,1145,"","",buchhave; lars a.,buchhave,lars a.,0,ku,villum kann rasmussen fonden,Projekt,1
10892,"forskningsprojekt: ?parasitter i fiskeæg ? forekomst, diversitet og effekter af parasitter og sygdomme i æg og larver af marine fisk i naturen og i akvakultur",2832737,0,2008,0,0,-1,"",7,1,københavns universitet,NULL,21,0,1148,"","",buchmann; kurt,buchmann,kurt,0,ku,villum kann rasmussen fonden,Projekt,1
10893,zebrafish research creating a holistic mirror of intricate physiological reactions in vertebrates,2424000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,21,0,1148,"","",buchmann; kurt,buchmann,kurt,0,ku,villum kann rasmussen fonden,Projekt,1
10894,"",23372317,23522317,2008,0,1,-1,"professor, d.v.sc., ph.d.,m.sc.",7,1,københavns universitet,NULL,6,7,1148,"",ingen fagkode,buchmann; kurt,buchmann,kurt,0,ku,det frie forskningsråd,Center,1
10895,"",677641,655585,2005,0,0,-1,"lektor, cand.jur., m.i.l., ph.d.",7,1,københavns universitet,NULL,6,24,1167,"",statskundskab,buhmann; karin,buhmann,karin,0,ku,det frie forskningsråd,Projekt,0
10896,"",112500,168750,2008,0,0,-1,"lektor, cand.jur., m.i.l., ph.d.",7,1,københavns universitet,NULL,6,24,1167,"",anden samf.vidsk. forskning,buhmann; karin,buhmann,karin,0,ku,det frie forskningsråd,Rejser/konferencer/mobilitet,0
10897,"",1164896,1565852,2008,0,0,-1,"lektor, cand.jur., m.i.l., ph.d.",7,1,københavns universitet,NULL,6,24,1167,"",statskundskab,buhmann; karin,buhmann,karin,0,ku,det frie forskningsråd,Projekt,0
10898,inhibition of the excitatory amino acid transporter subtype 1: a novel target for the treatment of schizophrenia,499300,0,2012,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1174,"","",bunch; lennart,bunch,lennart,0,ku,novo nordisk,Projekt,1
10899,medicinal chemistry and molecular pharmacology studies of excitatory amino acid transporters,2000000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1174,"","",bunch; lennart,bunch,lennart,0,ku,lundbeck fonden,Projekt,1
10900,medicinal chemistry and molecular pharmacology studies of ligands targeting human excitatory amino acid transporter subtypes 1 and 4,1500000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1174,"","",bunch; lennart,bunch,lennart,0,ku,lundbeck fonden,Projekt,1
10901,glutamatergic neurotransmission in the cns - principal investigator fellowship,1200000,0,2009,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1174,"","",bunch; lennart,bunch,lennart,0,ku,lundbeck fonden,Projekt,1
10902,projekt: discovery of subtype selective ligands for the ionotropic glutamate receptors,1000000,0,2012,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1174,"","",bunch; lennart,bunch,lennart,0,ku,lundbeck fonden,Projekt,1
10904,"",3282659,9650000,2005,0,1,-1,"forskerskoleleder,prof.,dr.phil.",7,1,københavns universitet,NULL,6,27,1175,"",psykologi,bundesen; claus mogens,bundesen,claus,0,ku,det frie forskningsråd,Ph.d.,1
10905,"",1934479,9900000,2006,0,1,-1,"forskerskoleleder,prof.,dr.phil.",7,1,københavns universitet,NULL,6,27,1175,"",psykologi,bundesen; claus mogens,bundesen,claus,0,ku,det frie forskningsråd,Ph.d.,1
10906,"",1768666,6250000,2007,0,1,-1,"forskerskoleleder,prof.,dr.phil.",7,1,københavns universitet,NULL,6,27,1175,"",psykologi,bundesen; claus mogens,bundesen,claus,0,ku,det frie forskningsråd,Ph.d.,1
10907,"",1750000,7000000,2008,0,1,-1,"forskerskoleleder,prof.,dr.phil.",7,1,københavns universitet,NULL,6,27,1175,"",psykologi,bundesen; claus mogens,bundesen,claus,0,ku,det frie forskningsråd,Ph.d.,1
10908,multispecies biofilms: unraveling the black box,6961662,0,2014,0,0,-1,"",7,1,københavns universitet,NULL,21,0,1191,"","",burmolle; mette,burmolle,mette,0,ku,villum kann rasmussen fonden,Projekt,0
10909,social interactions in multispecies microbial biofilms in food production - effect on persistence of pathogenic bacteria and resistance to antimicrobial compounds,2332022,2,2009,0,0,34,"",7,1,københavns universitet,NULL,6,30,1191,"","",burmolle; mette,burmolle,mette,0,ku,det frie forskningsråd,Postdoc,0
10910,gas6 function in mesenchymal stem cells to improve cellular therapeutic activity in sepsis,1200000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1192,"","",burnier; laurent,burnier,laurent,0,ku,novo nordisk,Projekt,1
10911,protein level regulation of transcription factor networks,6999825,0,2015,0,0,-1,"",7,1,københavns universitet,NULL,21,0,1194,"","",burow; meike,burow,meike,0,ku,villum kann rasmussen fonden,Projekt,0
10912,a global and translational approach to immunotherapy.,3000000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1206,"","",buus; soren,buus,soren,0,ku,lundbeck fonden,Projekt,1
10913,revealing the secrets of t cell specificity,2500000,0,2009,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1206,"","",buus; soren,buus,soren,0,ku,lundbeck fonden,Projekt,1
10914,"",205607,186000,2007,0,1,-1,"professor, dr.med.",7,1,københavns universitet,NULL,6,17,1206,"",bioteknologi,buus; soren,buus,soren,0,ku,det frie forskningsråd,Andet,1
10915,"",182250,182250,2008,0,1,-1,"professor, dr.med.",7,1,københavns universitet,NULL,6,12,1206,"",biomedicinsk forskning,buus; soren,buus,soren,0,ku,det frie forskningsråd,Skolarstipendier,1
10916,an intervention-based study of the epartogram system to save lives at birth in developing countries,1682400,0,2014,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1213,"","",bygbjerg; ib christian,bygbjerg,ib christian,0,ku,lundbeck fonden,Projekt,1
10917,"",205767,208392,2007,0,0,-1,"ph.d., cand.scient.",7,1,københavns universitet,NULL,6,12,1221,"",biomedicinsk forskning,caesar; kirsten,caesar,kirsten,0,ku,det frie forskningsråd,Rejser/konferencer/mobilitet,0
10918,"",429516,799610,2007,0,0,-1,"lektor, ph.d.",7,1,københavns universitet,NULL,6,27,1234,"",antropologi/etnologi,canger; una,canger,una,0,ku,det frie forskningsråd,Gæste bevillinger,0
10919,"",2369250,2369250,2008,0,0,-1,ph.d.,7,1,københavns universitet,NULL,6,17,1239,"",animalsk og vegetabilsk produk,capion; nynne,capion,nynne,0,ku,det frie forskningsråd,Postdoc,0
10920,the involvement of sulfatide in the pathogenesis of type 1 diabetes,250000,0,2006,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1242,"","",cardell; susanna,cardell,susanna,0,ku,novo nordisk,Projekt,0
10921,molecular and cellular pharmacology of triheteromeric glun3-containing nmda receptors,1300000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1245,"","",carlino; trine kvist,carlino,trine kvist,0,ku,lundbeck fonden,Projekt,0
10922,"",3750000,3951370,2008,0,0,-1,ph.d.,7,1,københavns universitet,NULL,6,17,1248,"",levnedsmidl./ernæring/sundhed,carlsen; charlotte uglebjerg,carlsen,charlotte uglebjerg,0,ku,det frie forskningsråd,Projekt,0
10923,"",55500,55500,2008,0,0,-1,"postdoc., cand.phil., et ph.d.",7,1,københavns universitet,NULL,6,27,1262,"",arkæologi,carstens; anne marie,carstens,anne marie,0,ku,det frie forskningsråd,Formidling/publicering,0
10924,"",5237500,5237500,2008,0,0,-1,"cand.theol., ph.d.",7,1,københavns universitet,NULL,6,27,1263,"",teologi,carstens; pernille,carstens,pernille,0,ku,det frie forskningsråd,Projekt,0
10926,"",6221578,6311578,2009,0,1,44,"",7,1,københavns universitet,NULL,6,25,1271,60500,"",catana; leo,catana,leo,0,ku,det frie forskningsråd,Projekt,1
10927,solving fluid turbulence in rotating systems,1612800,2,2009,0,1,27,"",7,1,københavns universitet,NULL,6,15,1280,"","",chakraborty; sagar,chakraborty,sagar,0,ku,det frie forskningsråd,Postdoc,3
10928,proteome-wide profiling of in vivo substrates of mammalian sirtuins,1000000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1301,"","",choudhary; chuna ram,choudhary,chuna ram,0,ku,lundbeck fonden,Projekt,3
10930,aldring og alderdom i medierne og ældre menneskers mediebrug,6522252,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,32,0,1318,"","",christensen; christa lykke,christensen,christa lykke,0,ku,velux fonden,Projekt,0
10932,activated microglia regulate neuronal a-synuclein secretion by activating neuronal jnk stress kinase,400000,0,2014,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1324,"","",christensen; dan ploug,christensen,dan ploug,0,ku,lundbeck fonden,Projekt,1
10933,akut scanning ved slagtilfælde,1758444,0,2013,38,0,-1,"",7,1,københavns universitet,NULL,28,0,1333,"","",christensen; hanne,christensen,hanne,0,ku,trygfonden,Andet,0
10934,"",2368310,2556000,2005,0,1,-1,"lektor, ph.d.",7,1,københavns universitet,NULL,6,17,1339,"",animalsk og vegetabilsk produk,christensen; henrik,christensen,henrik,0,ku,det frie forskningsråd,Projekt,1
10937,"",63000,63000,2006,0,0,-1,"lektor, cand.phil., ph.d.",7,1,københavns universitet,NULL,6,24,1340,"",sociologi,christensen; hilda romer,christensen,hilda romer,0,ku,det frie forskningsråd,Rejser/konferencer/mobilitet,0
10938,"",70000,107865,2008,0,0,-1,"lektor, cand.phil., ph.d.",7,1,københavns universitet,NULL,6,24,1340,"",materialeteknologi (t),christensen; hilda romer,christensen,hilda romer,0,ku,det frie forskningsråd,Rejser/konferencer/mobilitet,0
10939,"",195000,219375,2008,0,0,-1,"lektor, cand.phil., ph.d.",7,1,københavns universitet,NULL,6,24,1340,"",sociologi,christensen; hilda romer,christensen,hilda romer,0,ku,det frie forskningsråd,Formidling/publicering,0
10941,improving adenovirus based antiviral vaccines.  over 2 år.,800000,0,2006,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1343,"","",christensen; jan pravsgaard,christensen,jan pravsgaard,0,ku,lundbeck fonden,Projekt,1
10942,"præpandemisk influenza vaccine, muligheden er der.",500000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1343,"","",christensen; jan pravsgaard,christensen,jan pravsgaard,0,ku,lundbeck fonden,Projekt,1
10943,"",1080000,2089476,2008,0,1,-1,"lektor, ph.d., cand.scient.",7,1,københavns universitet,NULL,6,12,1343,"",biomedicinsk forskning,christensen; jan pravsgaard,christensen,jan pravsgaard,0,ku,det frie forskningsråd,Projekt,1
10944,"",162000,162000,2006,0,1,-1,"lektor, ph.d., cand.scient.",7,1,københavns universitet,NULL,6,12,1343,"",biomedicinsk forskning,christensen; jan pravsgaard,christensen,jan pravsgaard,0,ku,det frie forskningsråd,Skolarstipendier,1
10945,"",2089839,2021110,2005,0,0,-1,"cand.scient., ph.d.",7,1,københavns universitet,NULL,6,12,1346,"",biomedicinsk forskning,christensen; jeanette erbo,christensen,jeanette erbo,0,ku,det frie forskningsråd,Postdoc,0
10946,identifikation af transkriptionsfaktorer og karakterisering af den molekylære mekanisme involveret i reprogrammering af differentieret væv til pluripotente stamceller,1399555,0,2008,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1350,"","",christensen; jesper,christensen,jesper,0,ku,lundbeck fonden,Projekt,1
10947,rational design of dendrimer-based nanoantibiotics.,1559572,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1355,"","",christensen; jorn bolstad,christensen,jorn bolstad,0,ku,lundbeck fonden,Projekt,1
10948,syntese af dendrimerer: kontrol af struktur og funktion i syntetiske makromolekyler.,1443312,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1355,"","",christensen; jorn bolstad,christensen,jorn bolstad,0,ku,lundbeck fonden,Projekt,1
10949,"",372650,450000,2005,0,1,-1,"lektor, ph.d.",7,1,københavns universitet,NULL,6,14,1355,"",biologi,christensen; jorn bolstad,christensen,jorn bolstad,0,ku,det frie forskningsråd,Projekt,1
10950,til indkøb af 'underway ctd' til brug ved projektet 'undersøgelser af havets mesoskala variabilitet og biologisk produktion ved en undervejs-ctd'.,475000,0,2013,0,0,-1,"",7,1,københavns universitet,NULL,8,0,1358,natural science,biologi,christensen; katherine richardson,christensen,katherine richardson,0,ku,carlsbergfondet,Infrastruktur/apparatur,0
10951,purchase of a vmp-250 internal recording coastal vertical turbulence profiler system,470000,0,2015,0,0,-1,"",7,1,københavns universitet,NULL,8,0,1358,natural science,geologi og fysisk geografi,christensen; katherine richardson,christensen,katherine richardson,0,ku,carlsbergfondet,Infrastruktur/apparatur,0
10952,"",972000,864000,2007,0,0,-1,"professor, ph.d.",7,1,københavns universitet,NULL,6,14,1358,"",biologi,christensen; katherine richardson,christensen,katherine richardson,0,ku,det frie forskningsråd,Infrastruktur/apparatur,0
10953,"",810000,1890729,2008,0,0,-1,"professor, ph.d.",7,1,københavns universitet,NULL,6,14,1358,"",biologi,christensen; katherine richardson,christensen,katherine richardson,0,ku,det frie forskningsråd,Projekt,0
10954,medicingennemgang hos ældre.,397276,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,28,0,1381,"","",christensen; mikkel fischer,christensen,mikkel fischer,0,ku,trygfonden,Andet,1
10958,projekt: visiting professor peter satir,392000,0,2012,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1401,"","",christensen; soren tvorup,christensen,soren  tvorup,0,ku,lundbeck fonden,Gæste bevillinger,1
10959,"nmr apparatur til lægemiddelforskning ved institut for medicinalkemi, københavns universitet.",1220000,0,2011,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1403,"","",christensen; soren brogger,christensen,soren brogger,0,ku,lundbeck fonden,Projekt,1
10961,primære cilier og udvikling af kræft i æggestokkene hos kvinder.,700000,0,2008,12,0,-1,"",7,1,københavns universitet,NULL,13,0,1405,"","",christensen; soren tvorup,christensen,soren tvorup,0,ku,kræftens bekæmpelse,Projekt,1
10962,"characterization of the sensory role of the primary cilium in regulation of cell survival, growth control and migration in fibroblasts.",100000,0,2005,0,0,-1,"",7,1,københavns universitet,NULL,8,0,1405,natural science,biologi (cellebiologi),christensen; soren tvorup,christensen,soren tvorup,0,ku,carlsbergfondet,Projekt,1
10963,"characterization of hedgehog and wnt signaling in the primary cilium during development, tissue repair and regeneration",1000000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1405,"","",christensen; soren tvorup,christensen,soren tvorup,0,ku,lundbeck fonden,Projekt,1
10964,primary cilia in stem cells and heart development,1000000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1405,"","",christensen; soren tvorup,christensen,soren tvorup,0,ku,lundbeck fonden,Projekt,1
10965,hedgehog signaling and primary cilia in tissue homeostatis.,423434,0,2006,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1405,"","",christensen; soren tvorup,christensen,soren tvorup,0,ku,lundbeck fonden,Projekt,1
10967,"",2000000,2000000,2005,0,1,-1,"professor, ph.d., dr.pharm.",7,1,københavns universitet,NULL,6,33,1406,"",sundhed og sygdom - fss,christensen; sten,christensen,sten,0,ku,det frie forskningsråd,Ph.d.,1
10968,"",2550000,5100000,2006,0,1,-1,"professor, ph.d., dr.pharm.",7,1,københavns universitet,NULL,6,33,1406,"",ingen fagkode,christensen; sten,christensen,sten,0,ku,det frie forskningsråd,Ph.d.,1
10969,"",2040024,2068176,2006,0,1,-1,"professor, ph.d., dr.pharm.",7,1,københavns universitet,NULL,6,37,1406,"",ingen fagkode,christensen; sten,christensen,sten,0,ku,det frie forskningsråd,Ph.d.,1
10970,"",1698270,1536316,2006,0,1,-1,"professor, ph.d., dr.pharm.",7,1,københavns universitet,NULL,6,37,1406,"",ingen fagkode,christensen; sten,christensen,sten,0,ku,det frie forskningsråd,Ph.d.,1
10971,"",8500000,9480000,2007,0,1,-1,"professor, ph.d., dr.pharm.",7,1,københavns universitet,NULL,6,33,1406,"",ingen fagkode,christensen; sten,christensen,sten,0,ku,det frie forskningsråd,Ph.d.,1
10972,kategori og variation. en samtænkning af funktionel grammatik og sociolingvistik belyst ved kohæsion i moderne dansk talesprog.,1889895,2,2009,0,0,35,"",7,1,københavns universitet,NULL,6,25,1409,"","",christensen; tanya karoli,christensen,tanya karoli,0,ku,det frie forskningsråd,Postdoc,0
10973,"",621083,954000,2005,0,1,-1,"lektor, dr.phil.",7,1,københavns universitet,NULL,6,14,1430,"",matematik og datalogi,christiansen; jan,christiansen,jan,0,ku,det frie forskningsråd,Projekt,1
10976,"",53800,58800,2008,0,1,-1,"forskningslektor, ph.d.",7,1,københavns universitet,NULL,6,14,1445,"",biologi,christiansen; per,christiansen,per,0,ku,det frie forskningsråd,Rejser/konferencer/mobilitet,1
10978,"",771036,771036,2005,0,0,-1,"lektor, cand. et lic.scient.",7,1,københavns universitet,NULL,6,14,1453,"",biologi,christoffersen; kirsten,christoffersen,kirsten,0,ku,det frie forskningsråd,Infrastruktur/apparatur,0
10979,"metabolic programming - effect of early life nutrition on nutrient metabolism, obesity and health status. model studies with rats",300000,0,2007,0,0,-1,"",7,1,københavns universitet,NULL,1,2,1462,"","",chwalibog; andré,chwalibog,andré,0,ku,novo nordisk,Projekt,1
10981,"",5878575,5225400,2008,0,1,-1,"professor, dr.agro.",7,1,københavns universitet,NULL,6,43,1462,"",ingen fagkode,chwalibog; andré,chwalibog,andré,0,ku,det frie forskningsråd,Andet,1
10982,"diabetes, tandsygdomme og hjælp til en sundere livsstil",733950,0,2013,13,0,-1,"",7,1,københavns universitet,NULL,28,0,1467,"","",cinar; ayse basak,cinar,ayse basak,0,ku,trygfonden,Andet,0
10983,56. adoptive t cell transfer mod epstein-bar tumorvirus; på vej mod en sikker og effektiv behandling af lymfoproliferative malignitet.,1200000,0,2006,24,0,-1,"",7,1,københavns universitet,NULL,13,0,1470,"","",claesson; mogens helweg,claesson,mogens helweg,0,ku,kræftens bekæmpelse,Projekt,1
10984,"udvikling af nye immunterapeutiske behandlinger af kronisk inflammatorisk tarmsygdom (kit) - analyse af samspillet mellem neurotransmittere, det innate og det adaptive immunsystem.",480000,0,2006,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1470,"","",claesson; mogens helweg,claesson,mogens helweg,0,ku,lundbeck fonden,Projekt,1
10985,immunity and cellular pathways for 9mer peptides restricted by both class i and ii major histocompability (mhc) antigens,375000,0,2010,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1470,"","",claesson; mogens helweg,claesson,mogens helweg,0,ku,lundbeck fonden,Projekt,1
10987,afklaring af livsvigtige funktioner af glykolipider for neurogenese og receptor signalering. over 2 år.,1420800,0,2005,0,0,-1,"",7,1,københavns universitet,NULL,10,0,1480,"","",clausen; henrik,clausen,henrik,0,ku,lundbeck fonden,Projekt,1
